Unit ID,ISP,Technology,Download,Upload,timezone_offset,timezone_offset_dst,STATE,REGION
5238,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
5292,AT&T,DSL,18,1.5,-6,-5,MO,MIDWEST
5526,Comcast,CABLE,25,5,-6,-5,MO,MIDWEST
5542,Qwest,DSL,5,0.896,-7,-6,MO,MIDWEST
5584,AT&T,DSL,12,1.5,-6,-5,MO,MIDWEST
5764,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
5820,Mediacom,CABLE,15,1,-6,-5,MO,MIDWEST
5907,Time Warner Cable,CABLE,50,5,-6,-5,MO,MIDWEST
6101,AT&T,DSL,18,1.5,-6,-5,MO,MIDWEST
6175,Charter,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
6305,AT&T,DSL,6,1,-6,-5,MO,MIDWEST
6447,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
6530,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
6811,AT&T,DSL,18,1.5,-6,-5,MO,MIDWEST
7149,Mediacom,CABLE,15,1,-6,-5,MO,MIDWEST
7271,AT&T,DSL,24,3,-6,-5,MO,MIDWEST
7715,Charter,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
7875,AT&T,DSL,1.5,0.384,-6,-5,MO,MIDWEST
8066,Miscellaneous,REMOVE,MISC,MISC,-6,-5,MO,MIDWEST
8131,Charter,CABLE,30,4,-6,-5,MO,MIDWEST
8478,Comcast,CABLE,25,5,-6,-5,MO,MIDWEST
8649,Comcast,CABLE,50,5,-6,-5,MO,MIDWEST
8665,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
8830,Mediacom,CABLE,50,5,-6,-5,MO,MIDWEST
8930,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
8946,Mediacom,CABLE,100,10,-6,-5,MO,MIDWEST
8969,Comcast,CABLE,50,10,-6,-5,MO,MIDWEST
8981,Mediacom,CABLE,50,5,-6,-5,MO,MIDWEST
9128,CenturyLink,DSL,6,0.512,-6,-5,MO,MIDWEST
9284,AT&T,DSL,45,6,-6,-5,MO,MIDWEST
9328,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,MO,MIDWEST
9425,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
9457,Comcast,CABLE,105,10,-6,-5,MO,MIDWEST
9469,Time Warner Cable,CABLE,3,1,-6,-5,MO,MIDWEST
9521,CenturyLink,DSL,1.5,0.256,-6,-5,MO,MIDWEST
9528,Charter,CABLE,15,3,-6,-5,MO,MIDWEST
9677,Time Warner Cable,CABLE,15,1,-6,-5,MO,MIDWEST
9737,AT&T,DSL,6,1,-6,-5,MO,MIDWEST
9754,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
9961,Mediacom,CABLE,15,1,-6,-5,MO,MIDWEST
10620,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
10638,Charter,CABLE,15,3,-6,-5,MO,MIDWEST
10688,Charter,CABLE,15,3,-6,-5,MO,MIDWEST
10719,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
10744,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
10771,CenturyLink,DSL,1.5,0.256,-6,-5,MO,MIDWEST
10814,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
10851,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
10868,Charter,CABLE,15,3,-6,-5,MO,MIDWEST
11038,Charter,CABLE,100,4,-5,-4,MO,MIDWEST
11158,CenturyLink,DSL,10,0.768,-6,-5,MO,MIDWEST
11224,Charter,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
11239,Comcast,CABLE,105,10,-6,-5,MO,MIDWEST
11260,Charter,CABLE,15,3,-6,-5,MO,MIDWEST
11275,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
11316,CenturyLink,DSL,10,0.768,-6,-5,MO,MIDWEST
11379,Time Warner Cable,CABLE,15,1,-6,-5,MO,MIDWEST
11541,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
11596,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
11626,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
11707,Charter,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
11945,AT&T,DSL,3,0.384,-6,-5,MO,MIDWEST
12084,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
12119,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
12443,Mediacom,CABLE,15,1,-6,-5,MO,MIDWEST
12445,CenturyLink,DSL,10,0.768,-6,-5,MO,MIDWEST
13257,Miscellaneous,REMOVE,MISC,MISC,-6,-5,MO,MIDWEST
13259,CenturyLink,DSL,10,0.768,-6,-5,MO,MIDWEST
13275,CenturyLink,DSL,1.5,0.256,-6,-5,MO,MIDWEST
13301,CenturyLink,DSL,1.5,0.256,-6,-5,MO,MIDWEST
13315,CenturyLink,DSL,10,0.768,-6,-5,MO,MIDWEST
13368,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
13698,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
14654,AT&T,DSL,18,1.5,-6,-5,MO,MIDWEST
14693,Mediacom,CABLE,15,1,-6,-5,MO,MIDWEST
18306,Miscellaneous,REMOVE,MISC,MISC,-6,-5,MO,MIDWEST
26083,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
27682,AT&T,DSL,1.5,0.256,-6,-5,MO,MIDWEST
27952,AT&T,DSL,18,1.5,-6,-5,MO,MIDWEST
27954,Windstream,DSL,12,0.768,-6,-5,MO,MIDWEST
27955,Charter,CABLE,60,4,-6,-5,MO,MIDWEST
28737,Charter,CABLE,60,4,-6,-5,MO,MIDWEST
28772,Charter,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
28773,Mediacom,CABLE,50,5,-6,-5,MO,MIDWEST
30688,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
32403,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,MO,MIDWEST
32430,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,MO,MIDWEST
32545,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,MO,MIDWEST
32551,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,MO,MIDWEST
32565,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,MO,MIDWEST
184434,AT&T,DSL,12,1.5,-6,-5,MO,MIDWEST
207620,Charter,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
207622,CenturyLink,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
209694,CenturyLink,DSL,8,0.768,-6,-5,MO,MIDWEST
213514,Windstream,DSL,6,0.768,-6,-5,MO,MIDWEST
213516,Windstream,DSL,12,0.768,-6,-5,MO,MIDWEST
214168,Charter,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
214684,CenturyLink,DSL,4,0.512,-5,-4,MO,MIDWEST
216038,Windstream,DSL,1.5,0.384,-6,-5,MO,MIDWEST
217771,AT&T,DSL,3,0.512,-6,-5,MO,MIDWEST
232358,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
234184,Charter,CABLE,30,4,-6,-5,MO,MIDWEST
234802,CenturyLink,DSL,1.5,0.256,-6,-5,MO,MIDWEST
533166,Comcast,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
566342,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
599842,Charter,CABLE,60,4,-6,-5,MO,MIDWEST
599844,AT&T,DSL,24,3,-6,-5,MO,MIDWEST
599846,AT&T,DSL,12,1.5,-6,-5,MO,MIDWEST
599850,CenturyLink,DSL,1.5,0.256,-6,-5,MO,MIDWEST
599852,Windstream,DSL,3,0.768,-6,-5,MO,MIDWEST
599854,Windstream,DSL,1.5,0.384,-6,-5,MO,MIDWEST
599856,Miscellaneous,REMOVE,MISC,MISC,-6,-5,MO,MIDWEST
599858,CenturyLink,DSL,20,2,-6,-5,MO,MIDWEST
605670,Hughes,SATELLITE,10,1,-6,-5,MO,MIDWEST
614100,Charter,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
615116,Hughes,SATELLITE,5,1,-6,-5,MO,MIDWEST
615134,Hughes,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
615158,Hughes,SATELLITE,10,1,-6,-5,MO,MIDWEST
615164,Hughes,REMOVE,REMOVE,REMOVE,-6,-5,MO,MIDWEST
615312,Windstream,DSL,12,0.768,-6,-5,MO,MIDWEST
615314,Windstream,DSL,20,0.768,-6,-5,MO,MIDWEST
615568,AT&T,DSL,45,6,-6,-5,MO,MIDWEST
619838,Windstream,DSL,12,0.768,-6,-5,MO,MIDWEST
620664,Charter,CABLE,100,4,-6,-5,MO,MIDWEST
620744,Hughes,SATELLITE,10,1,-6,-5,MO,MIDWEST
621706,AT&T,DSL,6,1,-6,-5,MO,MIDWEST
621716,AT&T,DSL,24,3,-6,-5,MO,MIDWEST
624012,Hughes,SATELLITE,10,1,-6,-5,MO,MIDWEST
935,Comcast,CABLE,50,10,-6,-5,MS,SOUTH
5994,Brighthouse,CABLE,30,2,-6,-5,MS,SOUTH
6184,Comcast,REMOVE,REMOVE,REMOVE,-6,-5,MS,SOUTH
6257,AT&T,DSL,12,1.5,-6,-5,MS,SOUTH
7944,AT&T,DSL,6,1,-6,-5,MS,SOUTH
9763,Comcast,CABLE,25,5,-6,-5,MS,SOUTH
9953,AT&T,DSL,6,0.768,-6,-5,MS,SOUTH
11114,AT&T,DSL,0.768,0.384,-6,-5,MS,SOUTH
13159,AT&T,DSL,3,0.384,-6,-5,MS,SOUTH
13311,Brighthouse,CABLE,60,5,-6,-5,MS,SOUTH
26943,AT&T,DSL,6,0.512,-6,-5,MS,SOUTH
32416,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,MS,SOUTH
32429,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,MS,SOUTH
32575,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,MS,SOUTH
257768,AT&T,DSL,1.5,0.256,-6,-5,MS,SOUTH
615478,Miscellaneous,REMOVE,MISC,MISC,-6,-5,MS,SOUTH
615480,AT&T,DSL,3,0.384,-6,-5,MS,SOUTH
619822,Windstream,DSL,12,0.768,-6,-5,MS,SOUTH
12178,CenturyLink,DSL,6,0.512,-7,-6,MT,WEST
13174,Qwest,DSL,7,0.896,-7,-6,MT,WEST
29614,Qwest,DSL,3,0.64,-7,-6,MT,WEST
87304,CenturyLink,DSL,1.5,0.256,-7,-6,MT,WEST
232432,Frontier,DSL,12,1,-7,-6,MT,WEST
519,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
934,Time Warner Cable,CABLE,50,5,-5,-4,NC,SOUTH
988,AT&T,DSL,12,1.5,-5,-4,NC,SOUTH
1042,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
1058,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
1150,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
1283,Miscellaneous,REMOVE,MISC,MISC,-5,-4,NC,SOUTH
5321,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
5344,Charter,CABLE,60,4,-5,-4,NC,SOUTH
5481,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
5575,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
5577,Time Warner Cable,CABLE,30,5,-5,-4,NC,SOUTH
5667,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
5713,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
5800,Windstream,DSL,3,0.768,-5,-4,NC,SOUTH
5990,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
6259,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
6399,Miscellaneous,REMOVE,MISC,MISC,-5,-4,NC,SOUTH
6755,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
6794,AT&T,DSL,18,1.5,-5,-4,NC,SOUTH
7065,Windstream,DSL,12,0.768,-5,-4,NC,SOUTH
7088,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
7200,Charter,CABLE,30,4,-5,-4,NC,SOUTH
7287,Windstream,DSL,3,0.768,-5,-4,NC,SOUTH
7475,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
7506,Time Warner Cable,CABLE,7,0.768,-5,-4,NC,SOUTH
7589,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
7641,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
7663,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
7720,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
7750,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
7781,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
7846,AT&T,DSL,3,0.384,-5,-4,NC,SOUTH
7847,Charter,CABLE,60,4,-5,-4,NC,SOUTH
7849,CenturyLink,DSL,3,0.64,-5,-4,NC,SOUTH
7855,Hughes,SATELLITE,10,1,-5,-4,NC,SOUTH
7927,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
8031,Charter,CABLE,60,4,-5,-4,NC,SOUTH
8086,AT&T,REMOVE,REMOVE,REMOVE,-5,-4,NC,SOUTH
8144,CenturyLink,DSL,3,0.64,-5,-4,NC,SOUTH
8231,Charter,CABLE,60,4,-5,-4,NC,SOUTH
8238,Time Warner Cable,CABLE,30,5,-5,-4,NC,SOUTH
8300,Miscellaneous,REMOVE,MISC,MISC,-5,-4,NC,SOUTH
8309,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
8327,CenturyLink,DSL,25,2,-5,-4,NC,SOUTH
8402,AT&T,DSL,18,1.5,-5,-4,NC,SOUTH
8481,AT&T,DSL,18,1.5,-5,-4,NC,SOUTH
8502,Miscellaneous,REMOVE,MISC,MISC,-5,-4,NC,SOUTH
8657,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
8854,Charter,CABLE,15,3,-5,-4,NC,SOUTH
8900,Charter,CABLE,60,4,-5,-4,NC,SOUTH
8940,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
8972,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
8979,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
8986,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
8996,Frontier,DSL,6,0.768,-5,-4,NC,SOUTH
9043,Miscellaneous,REMOVE,MISC,MISC,-5,-4,NC,SOUTH
9449,Time Warner Cable,CABLE,50,5,-5,-4,NC,SOUTH
9636,Time Warner Cable,REMOVE,REMOVE,REMOVE,-5,-4,NC,SOUTH
9694,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
9724,Windstream,DSL,12,0.768,-5,-4,NC,SOUTH
9913,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
9931,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
9932,Charter,CABLE,30,4,-5,-4,NC,SOUTH
9949,Windstream,DSL,12,0.768,-5,-4,NC,SOUTH
9967,Windstream,DSL,12,0.768,-5,-4,NC,SOUTH
10009,Windstream,DSL,12,0.768,-5,-4,NC,SOUTH
10057,Windstream,DSL,6,0.768,-5,-4,NC,SOUTH
10093,Charter,CABLE,15,3,-5,-4,NC,SOUTH
10096,Windstream,DSL,3,0.768,-5,-4,NC,SOUTH
10110,AT&T,DSL,18,1.5,-5,-4,NC,SOUTH
10185,Windstream,DSL,1.5,0.384,-5,-4,NC,SOUTH
10191,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
10208,Charter,CABLE,60,4,-5,-4,NC,SOUTH
10266,Windstream,DSL,3,0.768,-5,-4,NC,SOUTH
10269,Windstream,DSL,1.5,0.384,-5,-4,NC,SOUTH
10341,Time Warner Cable,CABLE,30,5,-5,-4,NC,SOUTH
10401,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
10464,Time Warner Cable,CABLE,2,1,-5,-4,NC,SOUTH
10468,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
10691,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
10698,Charter,CABLE,30,4,-5,-4,NC,SOUTH
10817,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
10842,Charter,CABLE,15,3,-5,-4,NC,SOUTH
10935,Cox,CABLE,100,10,-5,-4,NC,SOUTH
10955,Mediacom,CABLE,15,1,-5,-4,NC,SOUTH
10973,Charter,CABLE,60,4,-5,-4,NC,SOUTH
11081,Charter,CABLE,60,4,-5,-4,NC,SOUTH
11236,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
11242,Charter,CABLE,60,4,-5,-4,NC,SOUTH
11246,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
11276,Time Warner Cable,CABLE,1,1,-5,-4,NC,SOUTH
11312,Charter,CABLE,60,4,-5,-4,NC,SOUTH
11502,Windstream,DSL,3,0.768,-5,-4,NC,SOUTH
11506,Windstream,DSL,6,0.768,-5,-4,NC,SOUTH
11508,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
11524,AT&T,DSL,6,0.768,-5,-4,NC,SOUTH
11551,Charter,CABLE,60,4,-5,-4,NC,SOUTH
11583,Charter,CABLE,60,4,-5,-4,NC,SOUTH
11593,AT&T,DSL,18,1.5,-5,-4,NC,SOUTH
11875,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
12109,Charter,CABLE,60,4,-5,-4,NC,SOUTH
12149,Charter,CABLE,60,4,-5,-4,NC,SOUTH
12157,Charter,REMOVE,REMOVE,REMOVE,-5,-4,NC,SOUTH
12196,Charter,CABLE,15,3,-5,-4,NC,SOUTH
12216,Charter,CABLE,60,4,-5,-4,NC,SOUTH
12240,Time Warner Cable,CABLE,30,5,-5,-4,NC,SOUTH
12271,Time Warner Cable,CABLE,5,1,-5,-4,NC,SOUTH
12315,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
12332,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
12510,Time Warner Cable,CABLE,2,1,-5,-4,NC,SOUTH
12605,Miscellaneous,REMOVE,MISC,MISC,-5,-4,NC,SOUTH
12628,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
12669,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
12775,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
12842,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
12883,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
12981,Charter,CABLE,60,4,-5,-4,NC,SOUTH
13084,Time Warner Cable,CABLE,2,1,-5,-4,NC,SOUTH
13232,CenturyLink,DSL,0.512,0.256,-5,-4,NC,SOUTH
13234,CenturyLink,DSL,8,0.512,-5,-4,NC,SOUTH
13279,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
13287,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
13304,Time Warner Cable,CABLE,30,5,-5,-4,NC,SOUTH
13305,CenturyLink,DSL,4,0.512,-5,-4,NC,SOUTH
13321,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
13335,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
13344,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
13347,Comcast,CABLE,50,10,-5,-4,NC,SOUTH
13357,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
13373,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
13403,Miscellaneous,REMOVE,MISC,MISC,-5,-4,NC,SOUTH
13469,Charter,CABLE,60,4,-5,-4,NC,SOUTH
13488,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
13742,CenturyLink,DSL,3,0.512,-5,-4,NC,SOUTH
13748,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
14650,Miscellaneous,REMOVE,MISC,MISC,-5,-4,NC,SOUTH
18300,Time Warner Cable,CABLE,50,5,-5,-4,NC,SOUTH
20168,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
26414,Windstream,DSL,6,0.768,-5,-4,NC,SOUTH
26418,CenturyLink,DSL,3,0.64,-5,-4,NC,SOUTH
26419,AT&T,DSL,18,1.5,-5,-4,NC,SOUTH
26427,Windstream,DSL,3,0.768,-5,-4,NC,SOUTH
26713,CenturyLink,DSL,4,0.512,-5,-4,NC,SOUTH
26714,CenturyLink,DSL,0.512,0.256,-5,-4,NC,SOUTH
26794,Time Warner Cable,CABLE,30,5,-5,-4,NC,SOUTH
26903,AT&T,DSL,18,1.5,-5,-4,NC,SOUTH
26904,AT&T,DSL,12,1.5,-5,-4,NC,SOUTH
26906,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
26912,Windstream,DSL,3,0.768,-5,-4,NC,SOUTH
28035,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
28247,Charter,CABLE,60,4,-5,-4,NC,SOUTH
28896,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
28897,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
30679,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
30682,Time Warner Cable,CABLE,15,1,-5,-4,NC,SOUTH
30701,Comcast,CABLE,25,5,-5,-4,NC,SOUTH
32375,Wildblue/ViaSat,SATELLITE,12,3,-5,-4,NC,SOUTH
32538,Wildblue/ViaSat,SATELLITE,12,3,-5,-4,NC,SOUTH
32647,Time Warner Cable,CABLE,50,5,-5,-4,NC,SOUTH
32648,Time Warner Cable,CABLE,2,1,-5,-4,NC,SOUTH
139116,Time Warner Cable,REMOVE,REMOVE,REMOVE,-5,-4,NC,SOUTH
164264,AT&T,DSL,18,1.5,-5,-4,NC,SOUTH
180710,Charter,CABLE,60,4,-5,-4,NC,SOUTH
207302,Time Warner Cable,CABLE,20,2,-5,-4,NC,SOUTH
207304,Time Warner Cable,CABLE,30,5,-5,-5,NC,SOUTH
207618,Windstream,DSL,3,0.768,-6,-5,NC,SOUTH
211218,Time Warner Cable,CABLE,20,2,-5,-5,NC,SOUTH
211222,Time Warner Cable,CABLE,15,1,-5,-5,NC,SOUTH
211224,Time Warner Cable,CABLE,50,5,-5,-5,NC,SOUTH
211226,Time Warner Cable,CABLE,50,5,-5,-5,NC,SOUTH
213376,Charter,CABLE,15,3,-5,-4,NC,SOUTH
213528,Windstream,DSL,3,0.768,-5,-5,NC,SOUTH
214428,Time Warner Cable,CABLE,15,1,-5,-5,NC,SOUTH
215334,Time Warner Cable,CABLE,30,5,-5,-4,NC,SOUTH
215716,CenturyLink,DSL,8,0.768,-5,-4,NC,SOUTH
215734,AT&T,DSL,6,0.512,-5,-4,NC,SOUTH
216090,Time Warner Cable,CABLE,30,5,-5,-5,NC,SOUTH
216686,Wildblue/ViaSat,SATELLITE,12,3,-5,-5,NC,SOUTH
216720,Windstream,DSL,6,0.768,-5,-5,NC,SOUTH
216820,Frontier,DSL,3,0.768,-5,-5,NC,SOUTH
222065,Time Warner Cable,CABLE,50,5,-5,-5,NC,SOUTH
234806,Time Warner Cable,CABLE,50,5,-5,-4,NC,SOUTH
241889,Time Warner Cable,CABLE,30,5,-5,-5,NC,SOUTH
243298,Time Warner Cable,CABLE,15,1,-6,-5,NC,SOUTH
420950,Windstream,DSL,24,4,-5,-4,NC,SOUTH
421798,Windstream,DSL,6,0.768,-5,-4,NC,SOUTH
421800,Time Warner Cable,CABLE,50,5,-5,-4,NC,SOUTH
599770,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
599772,Windstream,DSL,12,0.768,-5,-4,NC,SOUTH
599774,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
599776,Miscellaneous,REMOVE,MISC,MISC,-5,-4,NC,SOUTH
599778,CenturyLink,DSL,3,0.64,-5,-4,NC,SOUTH
599780,Charter,CABLE,60,4,-5,-4,NC,SOUTH
599782,Frontier,DSL,1,0.192,-5,-4,NC,SOUTH
600886,AT&T,DSL,18,1.5,-5,-4,NC,SOUTH
600888,Miscellaneous,REMOVE,MISC,MISC,-5,-4,NC,SOUTH
605652,Hughes,REMOVE,REMOVE,REMOVE,-5,-4,NC,SOUTH
614012,Time Warner Cable,CABLE,50,5,-5,-4,NC,SOUTH
614014,Time Warner Cable,CABLE,30,5,-5,-4,NC,SOUTH
614016,Time Warner Cable,CABLE,30,5,-5,-4,NC,SOUTH
614018,Time Warner Cable,CABLE,50,5,-5,-4,NC,SOUTH
614020,CenturyLink,DSL,3,0.512,-5,-4,NC,SOUTH
614978,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
615188,Hughes,SATELLITE,10,1,-5,-4,NC,SOUTH
615410,Windstream,DSL,12,0.768,-5,-4,NC,SOUTH
615414,Windstream,REMOVE,REMOVE,REMOVE,-5,-4,NC,SOUTH
619806,Windstream,DSL,12,0.768,-5,-4,NC,SOUTH
621652,AT&T,DSL,6,0.512,-5,-4,NC,SOUTH
621662,CenturyLink,DSL,10,0.768,-5,-4,NC,SOUTH
7129,Qwest,DSL,1.5,0.64,-6,-5,ND,MIDWEST
13034,Qwest,DSL,7,0.896,-6,-5,ND,MIDWEST
234216,Miscellaneous,REMOVE,MISC,MISC,-6,-5,ND,MIDWEST
244896,Qwest,DSL,7,0.896,-6,-5,ND,MIDWEST
930,Charter,CABLE,15,3,-6,-5,NE,MIDWEST
7027,Cox,CABLE,50,5,-6,-5,NE,MIDWEST
7320,Windstream,DSL,24,1,-6,-5,NE,MIDWEST
7368,Qwest,DSL,40,5,-6,-5,NE,MIDWEST
7774,Qwest,DSL,20,0.896,-6,-5,NE,MIDWEST
7835,Qwest,DSL,20,5,-6,-5,NE,MIDWEST
8184,Windstream,DSL,3,0.768,-6,-5,NE,MIDWEST
8278,Time Warner Cable,CABLE,50,5,-6,-5,NE,MIDWEST
8450,Cox,CABLE,100,10,-6,-5,NE,MIDWEST
8536,Cox,CABLE,25,5,-6,-5,NE,MIDWEST
8707,Cox,CABLE,25,5,-6,-5,NE,MIDWEST
9369,Cox,CABLE,100,10,-6,-5,NE,MIDWEST
9736,Time Warner Cable,CABLE,50,5,-6,-5,NE,MIDWEST
9871,Cox,CABLE,100,10,-6,-5,NE,MIDWEST
10140,Cox,CABLE,5,1,-6,-5,NE,MIDWEST
10202,Time Warner Cable,CABLE,15,1,-6,-5,NE,MIDWEST
10274,Time Warner Cable,CABLE,15,1,-6,-5,NE,MIDWEST
10725,Miscellaneous,REMOVE,MISC,MISC,-6,-5,NE,MIDWEST
10768,Comcast,CABLE,25,5,-6,-5,NE,MIDWEST
10971,Charter,CABLE,30,4,-6,-5,NE,MIDWEST
11493,Time Warner Cable,CABLE,15,1,-6,-5,NE,MIDWEST
11912,Cox,CABLE,25,5,-6,-5,NE,MIDWEST
12524,Cox,CABLE,50,10,-6,-5,NE,MIDWEST
12607,Miscellaneous,REMOVE,MISC,MISC,-6,-5,NE,MIDWEST
12608,Cox,CABLE,25,5,-6,-5,NE,MIDWEST
12697,Windstream,DSL,12,0.768,-6,-5,NE,MIDWEST
12895,Qwest,DSL,40,20,-6,-5,NE,MIDWEST
13092,Cox,CABLE,25,5,-6,-5,NE,MIDWEST
13475,Charter,CABLE,30,4,-6,-5,NE,MIDWEST
13491,Charter,CABLE,30,4,-7,-6,NE,MIDWEST
27685,Qwest,DSL,7,0.896,-6,-5,NE,MIDWEST
27755,Frontier,DSL,6,0.384,-6,-5,NE,MIDWEST
27964,Qwest,DSL,40,5,-6,-5,NE,MIDWEST
27966,Windstream,DSL,1.5,0.384,-6,-5,NE,MIDWEST
27967,Windstream,DSL,1.5,0.384,-6,-5,NE,MIDWEST
