Unit ID,ISP,Technology,STATE,CENSUS,timezone_offset,timezone_offset_dst,Download,Upload
7437,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,REMOVE,REMOVE
7448,Time Warner Cable,CABLE,FL,SOUTH,-5,-4,35,5
7449,Time Warner Cable,CABLE,SC,SOUTH,-5,-4,50,5
7450,Time Warner Cable,CABLE,CA,WEST,-8,-7,20,2
7454,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
7475,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,50,5
7476,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,20,2
7492,Time Warner Cable,CABLE,AZ,WEST,-8,-7,REMOVE,REMOVE
7515,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
7522,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,REMOVE,REMOVE
7537,Time Warner Cable,REMOVE,HI,WEST,-10,-10,REMOVE,REMOVE
7553,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,15,1
7573,Time Warner Cable,REMOVE,SC,SOUTH,-5,-4,REMOVE,REMOVE
7581,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,30,5
7592,Time Warner Cable,CABLE,IA,MIDWEST,-5,-4,30,5
7603,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
7609,Time Warner Cable,CABLE,CA,WEST,-8,-7,10,1
7639,Time Warner Cable,CABLE,HI,WEST,-10,-10,15,2
7646,Time Warner Cable,CABLE,FL,SOUTH,-5,-4,15,1
7653,Time Warner Cable,REMOVE,HI,WEST,-10,-10,REMOVE,REMOVE
7663,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,15,1
7679,Time Warner Cable,CABLE,HI,WEST,-10,-10,7,1
7681,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,50,5
7683,Time Warner Cable,CABLE,ME,NORTHEAST,-6,-5,15,1
7720,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,30,5
7731,Time Warner Cable,CABLE,CA,WEST,-8,-7,30,5
7750,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,50,5
7767,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,30,5
7777,Time Warner Cable,CABLE,CA,WEST,-8,-7,REMOVE,REMOVE
7781,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,15,1
7782,Time Warner Cable,CABLE,IN,MIDWEST,-6,-5,30,5
7808,Time Warner Cable,CABLE,HI,WEST,-10,-10,50,5
7814,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
7818,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,15,1
7846,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,50,5
7871,Time Warner Cable,CABLE,HI,WEST,-10,-10,50,5
7887,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
7893,Time Warner Cable,CABLE,FL,SOUTH,-5,-4,2,1
7927,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,20,2
7985,Time Warner Cable,REMOVE,KS,MIDWEST,-6,-5,REMOVE,REMOVE
8042,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,50,5
8046,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
8084,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,20,2
8102,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
8117,Time Warner Cable,CABLE,SC,SOUTH,-5,-4,30,5
8121,Time Warner Cable,CABLE,CA,WEST,-8,-7,3,1
8137,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,75,5
8150,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,50,5
8165,Time Warner Cable,REMOVE,PA,NORTHEAST,-5,-4,REMOVE,REMOVE
8172,Time Warner Cable,CABLE,CA,WEST,-8,-7,20,2
8181,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
8193,Time Warner Cable,REMOVE,TX,SOUTH,-6,-5,REMOVE,REMOVE
8197,Time Warner Cable,CABLE,CA,WEST,-8,-7,15,1
8204,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
8208,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,50,5
8210,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,15,1
8238,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,REMOVE,REMOVE
8252,Time Warner Cable,CABLE,CA,WEST,-8,-7,REMOVE,REMOVE
8268,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
8278,Time Warner Cable,CABLE,NE,MIDWEST,-6,-5,50,5
8280,Time Warner Cable,REMOVE,NC,SOUTH,-5,-4,REMOVE,REMOVE
8309,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,15,1
8330,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
8334,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,15,1
8359,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
8385,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
8402,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,20,2
8407,Time Warner Cable,CABLE,ME,NORTHEAST,-5,-4,20,2
8432,Time Warner Cable,CABLE,CA,WEST,-8,-7,REMOVE,REMOVE
8467,Time Warner Cable,REMOVE,OH,MIDWEST,-5,-4,REMOVE,REMOVE
8479,Time Warner Cable,CABLE,CA,WEST,-8,-7,REMOVE,REMOVE
8489,Time Warner Cable,REMOVE,UNKNOWN,UNKNOWN,-8,-7,REMOVE,REMOVE
8493,Time Warner Cable,CABLE,UNKNOWN,UNKNOWN,-8,-7,REMOVE,REMOVE
8501,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,50,5
8538,Time Warner Cable,CABLE,SC,SOUTH,-5,-4,20,2
8624,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,3,1
8644,Time Warner Cable,CABLE,HI,WEST,-10,-10,50,5
8647,Time Warner Cable,REMOVE,FL,SOUTH,-5,-4,REMOVE,REMOVE
8657,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,30,5
8682,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
8744,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
8788,Time Warner Cable,CABLE,IA,MIDWEST,-6,-5,50,5
8801,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
8940,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,30,5
8943,Time Warner Cable,CABLE,HI,WEST,-10,-10,50,5
8957,Time Warner Cable,REMOVE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
8965,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,20,2
8971,Time Warner Cable,REMOVE,TX,SOUTH,-6,-5,REMOVE,REMOVE
8972,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,REMOVE,REMOVE
8979,Time Warner Cable,REMOVE,NC,SOUTH,-5,-4,REMOVE,REMOVE
9017,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,50,5
9055,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
9218,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
9250,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
9267,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
9269,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
9294,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
9360,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
9389,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,REMOVE,REMOVE
9391,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,15,2
9416,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
9462,Time Warner Cable,CABLE,FL,SOUTH,-5,-4,50,5
9463,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,50,5
9469,Time Warner Cable,CABLE,MO,MIDWEST,-6,-5,7,1
9489,Time Warner Cable,REMOVE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
9493,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
9502,Time Warner Cable,CABLE,CA,WEST,-8,-7,30,5
9542,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
9549,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,15,1
9586,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
9599,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,3,1
9601,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
9605,Time Warner Cable,REMOVE,MI,MIDWEST,-5,-4,REMOVE,REMOVE
9617,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
9636,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,REMOVE,REMOVE
9673,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
9680,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
9695,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
9701,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
9702,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
9709,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
9713,Time Warner Cable,CABLE,TX,SOUTH,-7,-6,15,1
9736,Time Warner Cable,CABLE,NE,MIDWEST,-6,-5,50,5
9747,Time Warner Cable,CABLE,CA,WEST,-8,-7,3,1
9862,Time Warner Cable,CABLE,KY,SOUTH,-5,-4,15,1
9913,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,50,5
9924,Time Warner Cable,REMOVE,KY,SOUTH,-5,-4,REMOVE,REMOVE
9937,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,15,1
9960,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,7,0.768
9984,Time Warner Cable,REMOVE,SC,SOUTH,-5,-4,REMOVE,REMOVE
9990,Time Warner Cable,REMOVE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
9997,Time Warner Cable,REMOVE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
10033,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
10055,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
10104,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
10114,Time Warner Cable,CABLE,ME,NORTHEAST,-6,-5,15,1
10124,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
10137,Time Warner Cable,CABLE,CA,WEST,-8,-7,REMOVE,REMOVE
10164,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
10169,Time Warner Cable,REMOVE,SC,SOUTH,-5,-4,REMOVE,REMOVE
10179,Time Warner Cable,REMOVE,IN,MIDWEST,-6,-5,REMOVE,REMOVE
10191,Time Warner Cable,REMOVE,NC,SOUTH,-5,-4,REMOVE,REMOVE
10202,Time Warner Cable,REMOVE,NE,MIDWEST,-6,-5,REMOVE,REMOVE
10248,Time Warner Cable,REMOVE,KY,SOUTH,-5,-4,REMOVE,REMOVE
10274,Time Warner Cable,CABLE,NE,MIDWEST,-6,-5,15,1
10316,Time Warner Cable,CABLE,SC,SOUTH,-5,-4,30,5
10336,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,35,5
10343,Time Warner Cable,REMOVE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
10344,Time Warner Cable,REMOVE,OH,MIDWEST,-5,-4,REMOVE,REMOVE
10345,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
10372,Time Warner Cable,CABLE,WY,WEST,-7,-6,15,1
10377,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,30,5
10396,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,20,2
10419,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,30,5
10421,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,50,5
10448,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
10450,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
10461,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,50,5
10464,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,3,1
10474,Time Warner Cable,CABLE,CA,WEST,-8,-7,3,1
10479,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
10490,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
10494,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
10497,Time Warner Cable,REMOVE,OH,MIDWEST,-5,-4,REMOVE,REMOVE
10506,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,7,0.768
10513,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
10532,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
10542,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,50,5
10545,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,1,1
10546,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,50,5
10557,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
10567,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
10578,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,20,2
10593,Time Warner Cable,CABLE,CA,WEST,-8,-7,3,1
10606,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
10628,Time Warner Cable,REMOVE,ME,NORTHEAST,-5,-4,REMOVE,REMOVE
10730,Time Warner Cable,CABLE,KY,SOUTH,-6,-5,20,2
10739,Time Warner Cable,CABLE,MN,MIDWEST,-6,-5,20,2
10760,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,30,5
10791,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,50,5
10796,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,50,5
10817,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,50,5
10823,Time Warner Cable,CABLE,IN,MIDWEST,-6,-5,15,1
10871,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
10907,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
10985,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
11015,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,7,1
11052,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
11064,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
11106,Time Warner Cable,CABLE,IN,MIDWEST,-6,-5,2,1
11112,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
11128,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,15,1
11148,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
11150,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
11192,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,15,1
11214,Time Warner Cable,REMOVE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
11230,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
11236,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,50,5
11249,Time Warner Cable,CABLE,HI,WEST,-10,-10,REMOVE,REMOVE
11259,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,20,2
11264,Time Warner Cable,CABLE,CA,WEST,-8,-7,15,1
11276,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,15,1
11347,Time Warner Cable,CABLE,KY,SOUTH,-5,-4,15,1
11349,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
11377,Time Warner Cable,CABLE,UNKNOWN,UNKNOWN,-5,-4,7,1
11379,Time Warner Cable,CABLE,MO,MIDWEST,-6,-5,15,1
11406,Time Warner Cable,CABLE,HI,WEST,-10,-10,3,1
11419,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,15,1
11429,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
11477,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,20,2
11493,Time Warner Cable,CABLE,NE,MIDWEST,-6,-5,15,1
11509,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,20,2
11520,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
11557,Time Warner Cable,CABLE,VA,SOUTH,-5,-4,15,1
11585,Time Warner Cable,CABLE,GA,SOUTH,-5,-4,50,5
11590,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
11603,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,15,1
11621,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
11624,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
11629,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,3,1
11637,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,2
11658,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
11683,Time Warner Cable,REMOVE,OH,MIDWEST,-5,-4,REMOVE,REMOVE
11710,Time Warner Cable,CABLE,HI,WEST,-10,-10,50,5
11720,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,50,5
11727,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,50,5
11874,Time Warner Cable,REMOVE,TX,SOUTH,-6,-5,REMOVE,REMOVE
11875,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,15,1
11879,Time Warner Cable,CABLE,MN,MIDWEST,-6,-5,50,5
11886,Time Warner Cable,CABLE,NH,NORTHEAST,-6,-5,30,5
11890,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,20,2
11898,Time Warner Cable,CABLE,CA,WEST,-8,-7,20,2
11906,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
11912,Time Warner Cable,REMOVE,NE,MIDWEST,-6,-5,REMOVE,REMOVE
11947,Time Warner Cable,CABLE,KY,SOUTH,-5,-4,50,5
11953,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,30,5
11954,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,15,1
11964,Time Warner Cable,REMOVE,KY,SOUTH,-5,-4,REMOVE,REMOVE
11977,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
11981,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
11986,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,2,1
12033,Time Warner Cable,CABLE,CA,WEST,-8,-7,REMOVE,REMOVE
12118,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
12211,Time Warner Cable,CABLE,CA,WEST,-8,-7,3,1
12240,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,30,5
12251,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,20,2
12268,Time Warner Cable,CABLE,CA,WEST,-8,-7,3,1
12271,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,50,5
12285,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
12293,Time Warner Cable,CABLE,MA,NORTHEAST,-6,-5,30,5
12302,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,7,1
12313,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
12315,Time Warner Cable,REMOVE,NC,SOUTH,-5,-4,REMOVE,REMOVE
12325,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
12332,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,50,5
12334,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,7,1
12350,Time Warner Cable,REMOVE,CA,WEST,-5,-4,REMOVE,REMOVE
12363,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
12364,Time Warner Cable,REMOVE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
12374,Time Warner Cable,CABLE,CA,WEST,-8,-7,30,5
12389,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,7,1
12397,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,50,5
12403,Time Warner Cable,CABLE,PA,NORTHEAST,-5,-4,15,1
12425,Time Warner Cable,CABLE,CA,WEST,-8,-7,REMOVE,REMOVE
12455,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
12461,Time Warner Cable,CABLE,FL,SOUTH,-5,-4,15,1
12462,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
12476,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
12478,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
12491,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,15,1
12494,Time Warner Cable,CABLE,CA,WEST,-8,-7,REMOVE,REMOVE
12501,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
12521,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
12536,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
12550,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
12556,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
12565,Time Warner Cable,CABLE,PA,NORTHEAST,-5,-4,15,1
12568,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,50,5
12584,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
12588,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,15,1
12589,Time Warner Cable,REMOVE,TX,SOUTH,-6,-5,REMOVE,REMOVE
12605,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,15,1
12624,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
12626,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,7,1
12628,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,15,1
12632,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,50,5
12646,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
12656,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
12669,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,15,1
12708,Time Warner Cable,CABLE,CA,WEST,-8,-7,REMOVE,REMOVE
12731,Time Warner Cable,REMOVE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
12775,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,20,2
12786,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
12821,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
12831,Time Warner Cable,REMOVE,OH,MIDWEST,-5,-4,REMOVE,REMOVE
12833,Time Warner Cable,REMOVE,SC,SOUTH,-5,-4,REMOVE,REMOVE
12834,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
12842,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,15,1
12845,Time Warner Cable,CABLE,CA,WEST,-8,-7,REMOVE,REMOVE
12875,Time Warner Cable,CABLE,CA,WEST,-8,-7,3,1
12883,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,50,5
12887,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
12894,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
12906,Time Warner Cable,CABLE,CA,WEST,-8,-7,REMOVE,REMOVE
12931,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
12962,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
12987,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,3,1
13012,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
13017,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
13019,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
13066,Time Warner Cable,REMOVE,CT,NORTHEAST,-5,-4,REMOVE,REMOVE
13075,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,2,1
13086,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,20,2
13110,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,15,1
13175,Time Warner Cable,CABLE,SC,SOUTH,-5,-4,15,1
13292,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,2,1
13304,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,REMOVE,REMOVE
13313,Time Warner Cable,CABLE,AZ,WEST,-7,-7,50,5
13407,Time Warner Cable,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
13427,Time Warner Cable,CABLE,PA,NORTHEAST,-5,-4,15,1
13453,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,15,1
13457,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,20,2
13460,Time Warner Cable,CABLE,IN,MIDWEST,-6,-5,15,1
13494,Time Warner Cable,CABLE,IN,MIDWEST,-5,-4,50,5
13681,Time Warner Cable,CABLE,UNKNOWN,UNKNOWN,-6,-5,50,5
14194,Time Warner Cable,REMOVE,HI,WEST,-10,-10,REMOVE,REMOVE
14417,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
14650,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,15,1
14661,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
14707,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,20,2
14709,Time Warner Cable,REMOVE,OH,MIDWEST,-5,-4,REMOVE,REMOVE
14730,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,50,5
14731,Time Warner Cable,CABLE,MA,NORTHEAST,-6,-5,15,1
14739,Time Warner Cable,REMOVE,NY,NORTHEAST,-5,-4,REMOVE,REMOVE
14741,Time Warner Cable,CABLE,HI,WEST,-10,-10,50,5
18282,Time Warner Cable,CABLE,NJ,NORTHEAST,-5,-4,50,5
18283,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,2,1
18300,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,50,5
26059,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,15,1
26418,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,10,1
26611,Time Warner Cable,CABLE,MD,SOUTH,-10,-10,100,10
26767,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,200,20
26777,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,20,2
26794,Time Warner Cable,CABLE,NC,SOUTH,-5,-4,200,20
26831,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,15,1
26834,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,7,1
26906,Time Warner Cable,REMOVE,NC,SOUTH,-5,-4,REMOVE,REMOVE
27175,Time Warner Cable,CABLE,CA,WEST,-8,-7,200,20
27279,Time Warner Cable,CABLE,CA,WEST,-8,-7,50,5
27378,Time Warner Cable,CABLE,KY,SOUTH,-5,-4,30,5
27379,Time Warner Cable,CABLE,KY,SOUTH,-5,-4,50,5
27385,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,50,5
27398,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,20,2
27697,Time Warner Cable,CABLE,TX,SOUTH,-6,-5,200,20
27742,Time Warner Cable,CABLE,KY,SOUTH,-5,-4,30,5
27775,Time Warner Cable,REMOVE,OH,MIDWEST,-5,-4,REMOVE,REMOVE
27779,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,30,5
27782,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,20,2
27994,Time Warner Cable,REMOVE,TX,SOUTH,-6,-5,REMOVE,REMOVE
28632,Time Warner Cable,CABLE,NY,NORTHEAST,-5,-4,50,5
28713,Time Warner Cable,CABLE,OH,MIDWEST,-5,-4,20,2
28726,Time Warner Cable,CABLE,IN,MIDWEST,-5,-4,30,5
28732,Time Warner Cable,CABLE,WI,MIDWEST,-6,-5,30,5
