Unit ID,ISP,Technology,State,Census,timezone_offset,timezone_offset_dst,Download,Download - Lower Bound,Download - Upper Bound,Upload,Whitebox Model
658420,Windstream,DSL,KY,South,-5,-4,24,24,24,1.5,WDR3600
658474,Charter,Cable,HI,West,-10,-10,200,200,200,20,WDR3600
658476,Comcast,Cable,TN,South,-10,-10,150,150,150,10,WDR3600
658549,Charter,Cable,HI,West,-10,-10,200,200,200,10,WDR3600
658551,Charter,Cable,HI,West,-10,-10,200,200,200,10,WDR3600
658577,Charter,Cable,HI,West,-10,-10,200,200,200,10,WDR3600
658579,Charter,Cable,HI,West,-10,-10,70,70,70,5,WDR3600
659056,Comcast,Cable,WA,West,-8,-7,60,60,60,5,WDR3600
659872,Charter,Cable,HI,West,-10,-10,60,60,60,5,WDR3600
660138,Charter,Cable,FL,South,-5,-4,100,100,100,10,WDR3600
660140,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
660144,Comcast,Cable,WA,West,-8,-7,70,70,70,5,WDR3600
660260,Verizon,Fiber,PA,Northeast,-5,-4,50,50,50,50,WDR3600
660262,Verizon DSL,DSL,MD,South,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WR741NDv4
660264,Verizon,Fiber,VA,South,-5,-4,100,100,100,100,WDR3600
660266,Comcast,Cable,NJ,Northeast,-5,-4,250,250,250,10,WDR3600
660268,Frontier,Fiber,FL,South,-5,-4,75,75,75,75,WDR3600
660294,AT&T,IPBB,AL,South,-6,-5,12,12,12,1,WDR3600
660296,Comcast,Cable,MA,Northeast,-5,-4,250,250,250,10,WDR3600
660300,Optimum,Cable,NJ,Northeast,-5,-4,100,100,100,35,WDR3600
660302,Verizon,Fiber,NJ,Northeast,-5,-4,100,100,100,100,WDR3600
660304,Optimum,Cable,NJ,Northeast,-5,-4,200,200,200,35,WDR3600
660958,Charter,Cable,SC,South,-5,-4,100,100,100,10,WDR3600
660962,Comcast,Cable,IL,Midwest,-6,-5,150,150,150,10,WDR3600
660966,Cox,Cable,AZ,West,-7,-7,100,100,100,10,WDR3600
660970,CenturyLink,DSL,CO,West,-7,-6,20,20,20,2,WR741NDv4
660982,Charter,Cable,CA,West,-8,-7,300,300,300,20,WDR3600
661056,Charter,Cable,CT,Northeast,-6,-5,100,100,100,10,WDR3600
661058,Cox,Cable,AZ,West,-7,-7,300,300,300,30,WDR3600
661060,Verizon,Fiber,VA,South,-5,-4,100,100,100,100,WDR3600
661062,Cox,Cable,CA,West,-8,-7,150,150,150,10,WDR3600
661070,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
661076,Charter,Cable,TX,South,-6,-5,200,200,200,10,WDR3600
661090,Comcast,Cable,WA,West,-8,-7,250,250,250,10,WDR3600
661092,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
661124,Charter,Cable,CA,West,-8,-7,100,100,100,10,WDR3600
661128,Charter,Cable,NC,South,-5,-4,200,200,200,10,WDR3600
662404,Cox,Cable,LA,South,-6,-5,300,300,300,30,WDR3600
662410,Charter,Cable,CA,West,-8,-7,30,30,30,5,WDR3600
662412,Cox,Cable,AZ,West,-7,-7,100,100,100,10,WDR3600
662416,Comcast,Cable,CO,West,-7,-6,250,250,250,10,WDR3600
662418,Optimum,Cable,NJ,Northeast,-5,-4,200,200,200,35,WDR3600
663118,Comcast,Cable,CA,West,-8,-7,250,250,250,25,WDR3600
663122,Comcast,Cable,TN,South,-6,-5,150,150,150,10,WDR3600
663416,Mediacom,Cable,FL,South,-6,-5,100,100,100,10,WDR3600
663418,Comcast,Cable,MI,Midwest,-5,-4,250,250,250,20,WDR3600
663420,Charter,Cable,MO,Midwest,-6,-5,200,200,200,10,WDR3600
665186,CenturyLink,DSL,MO,Midwest,-6,-5,10,10,10,0.768,WDR3600
665188,Charter,Cable,TX,South,-7,-6,100,100,100,10,WDR3600
665192,Charter,Cable,OH,Midwest,-5,-4,100,100,100,10,WDR3600
665196,Cox,Cable,NE,Midwest,-6,-5,150,150,150,10,WDR3600
665198,Frontier,Fiber,CA,West,-8,-7,75,75,75,75,WDR3600
665200,Charter,Cable,WI,Midwest,-6,-5,100,100,100,10,WDR3600
665210,Charter,Cable,WI,Midwest,-6,-5,100,100,100,10,WDR3600
665214,Charter,Cable,HI,West,-10,-10,200,200,200,20,WDR3600
665720,Verizon,Fiber,VA,South,-5,-4,100,100,100,100,WDR3600
665726,Comcast,Cable,CA,West,-8,-7,60,60,60,5,WDR3600
668494,Cox,Cable,AZ,West,-7,-7,300,300,300,30,WDR3600
669074,AT&T,IPBB,IL,Midwest,-6,-5,18,18,18,1.5,WDR3600
669080,Charter,Cable,MO,Midwest,-6,-5,300,300,300,20,WDR3600
670115,Charter,Cable,WI,Midwest,-6,-5,100,100,100,10,WDR3600
671165,Charter,Cable,NC,South,-5,-4,300,300,300,20,WDR3600
675970,Comcast,Cable,MI,Midwest,-5,-4,150,150,150,10,WDR3600
675974,Charter,Cable,MA,Northeast,-5,-4,100,100,100,10,WDR3600
676004,Comcast,Cable,CA,West,-8,-7,400,400,400,10,WDR3600
676008,Comcast,Cable,CA,West,-8,-7,250,250,250,10,WDR3600
676016,Comcast,Cable,CO,West,-7,-6,250,250,250,10,WDR3600
676042,Comcast,Cable,WA,West,-8,-7,250,250,250,10,WDR3600
676064,Comcast,Cable,IN,Midwest,-5,-4,150,150,150,10,WDR3600
676066,Windstream,DSL,IA,Midwest,-6,-5,25,25,25,1.5,WDR3600
775728,Comcast,Cable,TN,South,-6,-5,250,250,250,20,WDR3600
775730,Charter,Cable,CA,West,-8,-7,100,100,100,10,WDR3600
775732,Charter,Cable,NC,South,-5,-4,300,300,300,20,WDR3600
775734,Verizon,Fiber,VA,South,-5,-4,50,50,50,50,WDR3600
775810,Charter,Cable,HI,West,-10,-10,300,300,300,20,WDR3600
775816,Frontier,Fiber,TX,South,-6,-5,75,75,75,75,WDR3600
797068,Charter,Cable,NY,Northeast,-5,-4,200,200,200,10,WDR3600
797080,Verizon,Fiber,NY,Northeast,-5,-4,100,100,100,100,WDR3600
797082,Optimum,Cable,NY,Northeast,-5,-4,400,400,400,35,WDR3600
797096,Verizon,Fiber,PA,Northeast,-5,-4,50,50,50,50,WDR3600
797108,Comcast,Cable,MD,South,-5,-4,60,60,60,5,WDR3600
797128,Charter,Cable,NC,South,-5,-4,300,300,300,20,WDR3600
797130,Windstream,DSL,SC,South,-5,-4,12,12,12,0.768,WDR3600
797156,Frontier,Fiber,FL,South,-5,-4,150,150,150,150,WDR3600
797176,CenturyLink,DSL,IA,Midwest,-6,-5,60,60,60,5,WDR3600
797194,Cox,Cable,OK,South,-6,-5,150,150,150,10,WDR3600
797242,Verizon,Fiber,MA,Northeast,-5,-4,75,75,75,75,WR741NDv4
797244,Comcast,Cable,AZ,West,-5,-4,60,60,60,5,WR741NDv4
797282,Verizon,Fiber,VA,South,-5,-4,50,50,50,50,WR741NDv4
797290,Frontier,DSL,WV,South,-5,-4,6,6,6,0.768,WR741NDv4
797292,Frontier,DSL,WV,South,-5,-4,12,12,12,2,WR741NDv4
797320,CenturyLink,DSL,AL,South,-6,-5,25,25,25,2,WR741NDv4
797328,Mediacom,Cable,IN,Midwest,-5,-4,60,60,60,5,WR741NDv4
797340,Frontier,DSL,MI,Midwest,-5,-4,6,6,6,0.768,WR741NDv4
797352,CenturyLink,DSL,WI,Midwest,-6,-5,1.5,1.5,1.5,0.256,WR741NDv4
797378,Comcast,Cable,TX,South,-6,-5,250,250,250,10,WDR3600
797380,Comcast,Cable,TX,South,-6,-5,250,250,250,10,WDR3600
797424,Cox,Cable,AZ,West,-7,-7,100,100,100,10,WDR3600
797452,Charter,Cable,CA,West,-8,-7,200,200,200,20,WDR3600
797456,Charter,Cable,CA,West,-8,-7,400,400,400,20,WDR3600
797494,Comcast,Cable,WA,West,-8,-7,150,150,150,5,WDR3600
797496,Verizon,Fiber,NY,Northeast,-5,-4,50,50,50,50,WDR3600
797502,Charter,Cable,NE,Midwest,-6,-5,100,100,100,10,WDR3600
797504,Charter,Cable,TX,South,-6,-5,200,200,200,10,WDR3600
797564,CenturyLink,DSL,NM,West,-7,-6,3,3,3,0.64,WR741NDv4
797574,Charter,Cable,IL,Midwest,-8,-7,60,60,60,5,WR741NDv4
797592,AT&T,IPBB,CA,West,-8,-7,18,18,18,1,WR741NDv4
797622,Windstream,DSL,NM,West,-7,-6,12,12,12,0.768,WR741NDv4
797628,Charter,Cable,CA,West,-8,-7,100,100,100,10,WDR3600
797634,Frontier,Fiber,FL,South,-5,-4,50,50,50,50,WDR3600
797640,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
797694,CenturyLink,DSL,IN,Midwest,-5,-4,10,10,10,0.768,WDR3600
797746,AT&T,IPBB,WI,Midwest,-6,-5,6,6,6,0.768,WDR3600
797768,Verizon,Fiber,DE,South,-5,-4,75,75,75,75,WR741NDv4
797784,CenturyLink,DSL,MN,Midwest,-6,-5,20,20,20,0.896,WR741NDv4
797788,CenturyLink,DSL,MN,Midwest,-6,-5,20,20,20,0.896,WR741NDv4
797794,Windstream,DSL,NE,Midwest,-6,-5,3,3,3,0.64,WR741NDv4
797800,Verizon,Fiber,NY,Northeast,-5,-4,50,50,50,50,WR741NDv4
797816,CenturyLink,DSL,WA,West,-8,-7,1.5,1.5,1.5,0.256,WR741NDv4
797820,Frontier,DSL,WI,Midwest,-6,-5,3,3,3,0.384,WR741NDv4
798162,Comcast,Cable,PA,Northeast,-5,-4,250,250,250,10,WDR3600
798188,Comcast,Cable,PA,Northeast,-5,-4,250,250,250,10,WDR3600
798194,Comcast,Cable,PA,Northeast,-5,-4,150,150,150,5,WDR3600
798208,Comcast,Cable,DE,South,-5,-4,250,250,250,10,WDR3600
798226,Comcast,Cable,wv,South,-5,-4,150,150,150,5,WDR3600
798234,Verizon,Fiber,MD,South,-5,-4,100,100,100,100,WDR3600
798276,Comcast,Cable,MD,South,-5,-4,250,250,250,10,WDR3600
798298,Comcast,Cable,VA,South,-5,-4,250,250,250,10,WDR3600
798324,AT&T,IPBB,AL,South,-6,-5,12,12,12,1.5,WDR3600
798334,Charter,Cable,IN,Midwest,-5,-4,60,60,60,5,WR741NDv4
798342,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
798350,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741NDv4
798358,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
798366,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WDR3600
798400,Comcast,Cable,MA,Northeast,-5,-4,250,250,250,10,WDR3600
798424,Comcast,Cable,NH,Northeast,-5,-4,150,150,150,5,WDR3600
798428,Charter,Cable,VT,Northeast,-5,-4,100,100,100,10,WDR3600
798456,Optimum,Cable,NJ,Northeast,-5,-4,200,200,200,35,WDR3600
798462,Comcast,Cable,NJ,Northeast,-5,-4,250,250,250,10,WDR3600
798468,Comcast,Cable,NJ,Northeast,-5,-4,250,250,250,10,WDR3600
798482,Comcast,Cable,NJ,Northeast,-5,-4,250,250,250,10,WDR3600
798486,Comcast,Cable,NJ,Northeast,-5,-4,250,250,250,10,WDR3600
798490,Comcast,Cable,NJ,Northeast,-5,-4,100,100,100,5,WDR3600
798698,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741NDv4
798722,CenturyLink,DSL,CO,West,-7,-6,1.5,1.5,1.5,0.896,WR741NDv4
798724,AT&T,IPBB,CA,West,-8,-7,18,18,18,1,WR741NDv4
799112,CenturyLink,DSL,IN,Midwest,-5,-4,25,25,25,2,WDR3600
799114,Comcast,Cable,OR,West,-6,-5,60,60,60,5,WDR3600
799116,CenturyLink,DSL,OR,West,-8,-7,20,20,20,0.896,WDR3600
799118,CenturyLink,DSL,UT,West,-7,-6,12,12,12,0.896,WDR3600
799126,Cox,Cable,AZ,West,-7,-7,100,100,100,10,WDR3600
799148,Frontier,Fiber,OR,West,-6,-5,50,50,50,50,WDR3600
799192,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
799194,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
799210,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
799212,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
799220,Comcast,Cable,CO,West,-6,-5,150,150,150,5,WDR3600
799230,Charter,Cable,NC,South,-5,-4,100,100,100,10,WDR3600
799244,CenturyLink,DSL,CO,West,-7,-6,40,40,40,5,WDR3600
799296,CenturyLink,DSL,NC,South,-5,-4,20,20,20,2,WR741NDv4
799316,Verizon DSL,DSL,MA,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WDR3600
799318,Windstream,DSL,KY,South,-5,-4,12,12,12,0.768,WDR3600
799358,CenturyLink,DSL,OR,West,-8,-7,1.5,1.5,1.5,0.896,WR741NDv4
799392,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741NDv4
799416,CenturyLink,DSL,OR,West,-8,-7,1.5,1.5,1.5,0.896,WR741NDv4
799418,CenturyLink,DSL,WA,West,-8,-7,12,12,12,0.896,WR741NDv4
799420,CenturyLink,DSL,OR,West,-8,-7,1.5,1.5,1.5,0.896,WR741NDv4
799422,CenturyLink,DSL,MN,Midwest,-6,-5,20,20,20,2,WR741NDv4
799428,CenturyLink,DSL,AZ,West,-7,-7,12,12,12,0.896,WR741NDv4
799440,CenturyLink,DSL,WA,West,-8,-7,1.5,1.5,1.5,0.896,WR741NDv4
799446,CenturyLink,DSL,ID,West,-7,-6,12,12,12,0.896,WR741NDv4
799450,CenturyLink,DSL,WA,West,-8,-7,12,12,12,0.896,WR741NDv4
799458,CenturyLink,DSL,OH,Midwest,-5,-4,20,20,20,2,WR741NDv4
799468,CenturyLink,DSL,CO,West,-7,-6,12,12,12,2,WR741NDv4
799478,CenturyLink,DSL,OH,Midwest,-5,-4,20,20,20,2,WR741NDv4
799590,Charter,Cable,SC,South,-5,-4,200,200,200,10,WDR3600
799594,Cox,Cable,CA,West,-8,-7,300,300,300,30,WDR3600
799602,Charter,Cable,FL,South,-5,-4,200,200,200,20,WDR3600
799892,Charter,Cable,MO,Midwest,-6,-5,100,100,100,10,WDR3600
799922,Charter,Cable,MO,Midwest,-6,-5,100,100,100,10,WDR3600
799936,Charter,Cable,CA,West,-8,-7,400,400,400,20,WDR3600
799942,Charter,Cable,MO,Midwest,-6,-5,100,100,100,10,WDR3600
799952,Comcast,Cable,MN,Midwest,-6,-5,150,150,150,5,WDR3600
799956,Comcast,Cable,WA,West,-8,-7,150,150,150,5,WDR3600
800002,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
800006,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WDR3600
800012,Comcast,Cable,NM,West,-6,-5,250,250,250,10,WDR3600
800052,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
800056,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
800078,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WDR3600
800082,Charter,Cable,NY,Northeast,-5,-4,200,200,200,10,WDR3600
800084,Charter,Cable,NY,Northeast,-5,-4,150,150,150,10,WDR3600
800106,CenturyLink,DSL,FL,South,-5,-4,20,20,20,2,WR741NDv4
800338,Charter,Cable,NC,South,-5,-4,100,100,100,10,WDR3600
800346,CenturyLink,DSL,FL,South,-6,-5,25,25,25,2,WDR3600
800348,Charter,Cable,CA,West,-8,-7,400,400,400,20,WDR3600
800352,Mediacom,Cable,IL,Midwest,-6,-5,100,100,100,10,WDR3600
801262,CenturyLink,DSL,MN,Midwest,-6,-5,7,7,7,0.896,WR741NDv4
801264,CenturyLink,DSL,CO,West,-7,-6,3,3,3,0.64,WR741NDv4
805000,Frontier,DSL,WA,West,-8,-7,3,3,3,0.768,WR741NDv4
805002,Charter,Cable,CA,West,-8,-7,60,60,60,5,WR741NDv4
805054,AT&T,IPBB,CA,West,-8,-7,6,6,6,0.768,WR741NDv4
805056,AT&T,IPBB,TN,South,-5,-4,12,12,12,1.5,WR741NDv4
805166,AT&T,IPBB,OH,Midwest,-5,-4,12,12,12,1.5,WR741NDv4
805188,CenturyLink,DSL,AZ,West,-7,-7,20,20,20,0.896,WR741NDv4
805190,Charter,Cable,CA,West,-8,-7,60,60,60,5,WR741NDv4
805270,AT&T,IPBB,WI,Midwest,-6,-5,6,6,6,0.768,WR741NDv4
805276,AT&T,IPBB,FL,South,-5,-4,12,12,12,1,WR741NDv4
805280,AT&T,IPBB,TN,South,-6,-5,6,6,6,0.512,WR741NDv4
805292,AT&T,IPBB,FL,South,-5,-4,3,3,3,1,WR741NDv4
805296,AT&T,IPBB,IL,Midwest,-6,-5,3,3,3,1,WR741NDv4
805384,AT&T,IPBB,TX,South,-6,-5,6,6,6,0.512,WDR3600
805448,CenturyLink,DSL,AZ,West,-7,-7,12,12,12,0.896,WR741NDv4
805490,AT&T,IPBB,OH,Midwest,-5,-4,6,6,6,1,WR741NDv4
805504,AT&T,IPBB,MI,Midwest,-5,-4,18,18,18,1.5,WR741NDv4
805538,AT&T,IPBB,CA,West,-8,-7,6,6,6,0.768,WR741NDv4
805558,AT&T,IPBB,GA,South,-5,-4,18,18,18,1.5,WR741NDv4
805630,AT&T,IPBB,NC,South,-5,-4,18,18,18,1.5,WR741NDv4
805634,AT&T,IPBB,CA,West,-8,-7,12,12,12,1,WR741NDv4
805680,CenturyLink,DSL,IL,Midwest,-8,-7,3,3,3,0.512,WDR3600
805686,Verizon,Fiber,VA,South,-5,-4,75,75,75,75,WDR3600
805690,Charter,Cable,CA,West,-8,-7,60,60,60,5,WDR3600
805692,Charter,Cable,WA,West,-8,-7,100,100,100,10,WDR3600
805694,CenturyLink,DSL,AZ,West,-7,-7,20,20,20,0.896,WDR3600
805698,Charter,Cable,NC,South,-5,-4,300,300,300,20,WDR3600
805700,Comcast,Cable,OR,West,-8,-7,250,250,250,10,WDR3600
805720,Comcast,Cable,MI,Midwest,-5,-4,150,150,150,10,WDR3600
805722,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WDR3600
805732,Charter,Cable,OR,West,-8,-7,100,100,100,10,WDR3600
805734,Verizon,Fiber,DC,South,-5,-4,100,100,100,100,WDR3600
805760,AT&T,IPBB,AR,South,-6,-5,6,6,6,0.768,WR741NDv4
805778,AT&T,IPBB,CA,West,-8,-7,18,18,18,1,WR741NDv4
805782,AT&T,IPBB,CA,West,-8,-7,3,3,3,1,WR741NDv4
805804,AT&T,IPBB,CA,West,-8,-7,6,6,6,0.768,WR741NDv4
805814,AT&T,IPBB,CA,West,-8,-7,12,12,12,1.5,WR741NDv4
805832,Cox,Cable,FL,South,-5,-4,30,30,30,3,WR741NDv4
805874,AT&T,IPBB,AL,South,-6,-5,6,6,6,1,WDR3600
805878,Charter,Cable,CA,West,-8,-7,400,400,400,20,WDR3600
805912,AT&T,IPBB,FL,South,-5,-4,6,6,6,1,WR741NDv4
805950,AT&T,IPBB,IL,Midwest,-6,-5,6,6,6,1,WR741NDv4
805960,AT&T,IPBB,IL,Midwest,-6,-5,12,12,12,1.5,WR741NDv4
805976,AT&T,IPBB,IN,Midwest,-5,-4,12,12,12,1,WR741NDv4
805996,AT&T,IPBB,MI,Midwest,-5,-4,6,6,6,0.768,WR741NDv4
806086,AT&T,IPBB,OH,Midwest,-5,-4,6,6,6,0.768,WR741NDv4
806090,AT&T,IPBB,OH,Midwest,-5,-4,18,18,18,1.5,WR741NDv4
806096,AT&T,IPBB,OK,South,-6,-5,6,6,6,1,WR741NDv4
806186,AT&T,IPBB,WI,Midwest,-6,-5,18,18,18,1.5,WR741NDv4
806222,Cox,Cable,CA,West,-8,-7,100,100,100,10,WDR3600
806228,Optimum,Cable,NJ,Northeast,-5,-4,100,100,100,35,WDR3600
806250,CenturyLink,DSL,CO,West,-7,-6,7,7,7,0.896,WR741NDv4
806256,AT&T,IPBB,OK,South,-6,-5,6,6,6,0.512,WR741NDv4
806278,AT&T,IPBB,MO,Midwest,-6,-5,10,10,10,1,WR741NDv4
806282,AT&T,IPBB,CA,West,-8,-7,18,18,18,1.5,WR741NDv4
806290,AT&T,IPBB,GA,South,-5,-4,12,12,12,1,WR741NDv4
806298,AT&T,IPBB,TX,South,-6,-5,12,12,12,1.5,WR741NDv4
806300,AT&T,IPBB,SC,South,-5,-4,12,12,12,1.5,WR741NDv4
806330,AT&T,IPBB,OK,South,-6,-5,6,6,6,0.768,WR741NDv4
806342,Comcast,Cable,MI,Midwest,-5,-4,60,60,60,5,WR741NDv4
806714,Charter,Cable,VA,South,-5,-4,100,100,100,10,WDR3600
811882,AT&T,IPBB,CA,West,-8,-7,12,12,12,1,WR741NDv4
811888,Comcast,Cable,GA,South,-5,-4,150,150,150,10,WDR3600
811904,Verizon,Fiber,MD,South,-5,-4,50,50,50,50,WR741NDv4
811952,Comcast,Cable,IL,Midwest,-6,-5,60,60,60,5,WR741NDv4
811954,AT&T,IPBB,IL,Midwest,-6,-5,18,18,18,1.5,WR741NDv4
811962,Cox,Cable,KS,Midwest,-6,-5,30,30,30,3,WR741NDv4
811982,AT&T,IPBB,TX,South,-6,-5,6,6,6,1,WR741NDv4
811992,Charter,Cable,CA,West,-8,-7,60,60,60,5,WR741NDv4
814967,Charter,Cable,IN,Midwest,-5,-4,100,100,100,10,WDR3600
814971,Comcast,Cable,VA,South,-5,-4,150,150,150,20,WDR3600
814981,Verizon,Fiber,NY,Northeast,-5,-4,50,50,50,50,WDR3600
814983,Comcast,Cable,CA,West,-8,-7,400,400,400,5,WDR3600
846939,Verizon,Fiber,PA,Northeast,-5,-4,50,50,50,50,WDR3600
846955,Comcast,Cable,MD,South,-6,-5,250,250,250,10,WDR3600
849838,CenturyLink,DSL,MA,Northeast,-5,-4,5,5,5,0.896,WR741NDv4
849860,Comcast,Cable,PA,Northeast,-5,-4,60,60,60,5,WR741NDv4
849888,Frontier,DSL,CA,West,-8,-7,6,6,6,0.768,WR741NDv4
849896,Frontier,DSL,OR,West,-8,-7,6,6,6,0.768,WR741NDv4
849904,Verizon DSL,DSL,PA,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WR741NDv4
849914,Windstream,DSL,OK,South,-6,-5,10,10,10,1,WR741NDv4
868640,Cox,Cable,AZ,West,-7,-7,100,100,100,10,WDR3600
868644,Comcast,Cable,WA,West,-8,-7,250,250,250,10,WDR3600
882106,AT&T,IPBB,CA,West,-8,-7,18,18,18,1.5,WR1043ND
889037,Charter,Cable,KY,South,-5,-4,100,100,100,10,WR1043ND
889043,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741NDv4
889770,Charter,Cable,NC,South,-5,-4,100,100,100,10,WR1043ND
889772,Charter,Cable,AL,South,-6,-5,100,100,100,10,WR1043ND
890356,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,50,50,50,10,WR741NDv4
890400,Cincinnati Bell,DSL,OH,Midwest,-5,-4,30,30,30,3,WR741NDv4
890404,Cincinnati Bell,DSL,OH,Midwest,-5,-4,30,30,30,3,WR741NDv4
890410,Cincinnati Bell,DSL,OH,Midwest,-5,-4,30,30,30,3,WR741NDv4
890424,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,50,50,50,10,WR741NDv4
890426,Cincinnati Bell,DSL,KY,South,-5,-4,5,5,5,0.768,WR741NDv4
890430,Cincinnati Bell,DSL,KY,South,-5,-4,5,5,5,0.768,WR741NDv4
890438,Frontier,DSL,WV,South,-5,-4,24,24,24,1,WR741NDv4
890444,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741NDv4
890450,Mediacom,Cable,MN,Midwest,-6,-5,60,60,60,5,WR741NDv4
890452,Frontier,DSL,WI,Midwest,-6,-5,15,15,15,1,WR741NDv4
890468,Comcast,Cable,CO,West,-7,-6,105,105,105,10,AC1750v2
890472,Comcast,Cable,CA,West,-8,-7,150,150,150,10,AC1750v2
890480,Comcast,Cable,WA,West,-8,-7,400,400,400,10,AC1750v2
890486,Comcast,Cable,CT,Northeast,-5,-4,250,250,250,10,AC1750v2
890488,Comcast,Cable,CA,West,-5,-4,150,150,150,5,AC1750v2
890494,Comcast,Cable,MA,Northeast,-5,-4,250,250,250,10,AC1750v2
890508,Comcast,Cable,CT,Northeast,-5,-4,150,150,150,5,AC1750v2
890822,Charter,Cable,NC,South,-5,-4,200,200,200,20,AC1750v2
890842,Comcast,Cable,CO,West,-7,-6,250,250,250,10,AC1750v2
890886,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,50,50,50,10,WR741NDv4
890888,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,50,50,50,10,WR741NDv4
901580,Windstream,DSL,GA,South,-5,-4,20,20,20,1.5,WR1043ND
901590,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR1043ND
901598,Frontier,Fiber,IN,Midwest,-5,-4,50,50,50,50,WR1043ND
901608,CenturyLink,DSL,LA,South,-6,-5,1.5,1.5,1.5,0.256,WR1043ND
901630,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR1043ND
901632,Mediacom,Cable,DE,South,-5,-4,60,60,60,5,WR1043ND
901638,CenturyLink,DSL,MO,Midwest,-6,-5,1.5,1.5,1.5,0.256,WR1043ND
901640,CenturyLink,DSL,AZ,West,-7,-7,20,20,20,0.896,WR1043ND
901648,Mediacom,Cable,CA,West,-8,-7,60,60,60,5,WR1043ND
901650,Mediacom,Cable,IL,Midwest,-6,-5,60,60,60,5,WR1043ND
901652,CenturyLink,DSL,MO,Midwest,-6,-5,3,3,3,0.512,WR1043ND
901654,CenturyLink,DSL,FL,South,-5,-4,1.5,1.5,1.5,0.256,WR1043ND
901658,CenturyLink,DSL,NC,South,-5,-4,3,3,3,0.512,WR1043ND
901670,Mediacom,Cable,CA,West,-8,-7,60,60,60,5,WR1043ND
901680,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR1043ND
901690,CenturyLink,DSL,CO,West,-7,-6,20,20,20,0.896,WR1043ND
901692,CenturyLink,DSL,CO,West,-7,-6,1.5,1.5,1.5,0.896,WR1043ND
901694,Comcast,Cable,CA,West,-8,-7,60,60,60,5,WR1043ND
901696,CenturyLink,DSL,TX,South,-6,-5,1.5,1.5,1.5,0.256,WR1043ND
901698,CenturyLink,DSL,CO,West,-7,-6,60,60,60,5,WR1043ND
901710,CenturyLink,DSL,WI,Midwest,-6,-5,1.5,1.5,1.5,0.256,WR1043ND
901722,CenturyLink,DSL,KS,Midwest,-6,-5,1.5,1.5,1.5,0.512,WR1043ND
901730,Comcast,Cable,WA,West,-8,-7,60,60,60,5,WR1043ND
901792,Comcast,Cable,MA,Northeast,-5,-4,250,250,250,10,AC1750v2
901808,CenturyLink,DSL,NC,South,-5,-4,20,20,20,2,WR1043ND
901814,CenturyLink,DSL,MN,Midwest,-6,-5,20,20,20,2,WR1043ND
901818,CenturyLink,DSL,MO,Midwest,-6,-5,10,10,10,0.768,WR1043ND
901822,CenturyLink,DSL,WI,Midwest,-6,-5,20,20,20,2,WR1043ND
901840,CenturyLink,DSL,VA,South,-5,-4,3,3,3,0.64,WR1043ND
901844,CenturyLink,DSL,AZ,West,-7,-7,5,5,5,0.896,WR1043ND
901846,CenturyLink,DSL,OH,Midwest,-5,-4,3,3,3,0.512,WR1043ND
901866,CenturyLink,DSL,AZ,West,-7,-7,1.5,1.5,1.5,0.896,WR1043ND
901880,CenturyLink,DSL,VA,South,-5,-4,1.5,1.5,1.5,0.256,WR1043ND
901888,Comcast,Cable,WA,West,-8,-7,150,150,150,5,WR1043ND
